,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,아토피,쿨톤,all,탄력,웜톤,건성,피지과다,모공,트러블,각질,잡티,블랙헤드,약건성,홍조,중성,주름,다크서클,복합성,민감성,미백,지성,발림성,자극도,피부타입_건성에_좋아요,피부타입_복합성에_좋아요,피부타입_지성에_좋아요
28,28,A000000177783,핑가는귀엽다,305,0,5,0,"안녕하세요? 선크림 분야 탑리뷰어 이준호씨입니다(뿌듯)
이 구역의 자외선 차단제 덕후이다보니
마음에 든다고 선크림을 한가지만 쭉 사용하지는않아요!
잘 맞던 제품이 갑자기 탈이 나기도 하고,
안 맞던게 잘 맞기도 하는.. 피부염을 가진 요상한 피부거든요
그래서 여러가지 선크림을 구비해두고
그때 그때 피부 상태와 컨디션에 따라 쓰는편이예요
평소 잘 쓰는 제품 브랜드는 싸이* , 코스노* 입니당
라로슈포제는 저처럼 민감한 피부를 가진 사람들에게
특히 사랑받는 브랜드니까! 더 믿음이 갔습니다~
피부에 붉은기가 있어서 로지 대신 흰색 제형으로 선택!
성분이 착하니 피부 상태가 유독 안좋을때나
뒤집어질것같은 느낌이 들때 주로 사용했어요

▶ 용량
다시 봐도 놀라운 용량 30ml ㅋㅋㅋㅋ
자외선차단제는 선택이 아닌 필수템이라고 해도 무방한디
낮지 않은 가격대에 이런 용량은 조금 마음이 아파욘 ^_ㅠ

▶ 제형
글씨 잘못 썼을때 수정하는 화이트 같아요!
무향에 가깝지만 향도 화이트에서 나는 향 ㅋㅋ 은근 나고요
짜면 주르륵 묽게 나오고 약간 뭉치듯 발려요

▶ 사용감
유분감이 있는편인데 처음 사용했을때와는 다르게
날씨가 더워지니 확실히 조금 갑갑해요 ㅜㅜ
지성피부가 아닌데도 이정도인데
지성이신분들 여름에 쓰기는 힘드실거예요!
위에서 말한것처럼 약간 뭉치듯 발리다보니까
뭔가 더 끈적이는듯한 느낌이 들어요
그래도 성분 착한 브랜드답게 트러블은 전혀 없었어요!
너무 더울때 아니면 피부도 편안하고요
저같은 민감성은 트러블이 없다는 이유만으로도
충분히 품을만해서ㅋㅋ 별 5개 드립니다~

▶ 아쉬웠던점
별개로 아쉬웠던건, 제형이 흰색이다보니까
톤업이 자연스럽지않고 뜨는 느낌이예요
특히나 자외선 차단제는 몇시간에 한번씩 덧바르기도 해야하는데
마음놓고 덧바르기 조금 어려웠네용 자꾸 하얘지니까!",3,2022,8,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,3,1,0,0
29,29,A000000177783,올챙이경주마,344,0,5,0,"올해들어 벌써 라로슈포제만 5병째~
모든피부에 좋고 끈적거리지않고 
피부에 착붙!이라 좋구요.
톤업개선도 되서 더더 좋아요.
아마 많은사람들이 라로슈포제를
 좋아하는이유가 그걸거에요.
그거 하나에만 집중하는게 아니라,
선기능,톤업,나아가서 피부정돈,개선이 
된다는거에요.써보면 겁나 순한걸 알수가 있구 
향도 무향이라 꺼릴사람 없다고 보구요.
말도안되게 피부에 즉각적으로 
불켜지듯이 환해지고 뭔가 모공이 
채워졌다?해야하나?보통 선크림들 보면 
얼굴에 시멘트빛끼거나
 둥둥 뜨는걸 느낄수가 있는데 
유비데아라인은 전혀 그런점 없구요.
자연스러운 내피부색에서 붉은기 잡고,
어느정도 한톤만 밝혀줘요.
과하게 하얘지는게 아니라서 부담스럽지가 
않더라구요.
 좀 묽은제형이라 플루이드급은 아니지만 
아무래도 묽은타입이 조금의 양으로 
다 발려지는것같아서 
(🚫얼굴 절대 작은편 아님🚫)
표시된 양은 많지만 
엄~~청 오래써요.",3,2022,6,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,1,0,0
30,30,A000000177783,세찌세째,573,1,5,0,"저는 라로슈포제 선크림만 5년째 사용중입니다.
예전에는 사실 기본으로만 사용하다가, 얼굴이 살짝 어두워져서 톤업으로 사용중인데 저랑은 잘 맞습니다.

저는 건성이고, 얼굴이 하얀 편입니다.
제 얼굴에서는 백탁 현상도 없는 거 같고 정말 약간 메베 느낌으로 살짝 톤을 균일하게 보정해주는 느낌입니다.
저는 무기자차 선크림도 유분감에 따라서 발진이 올라오더라고여ㅜ 그러던 중에 그나마 피부에 자극 안 주는게 라로슈포제여서 안전하게 지금까지 사용중입니다.

바를 때는 약간 기름이 있는 기분인데, 부담스럽지 않게 흡수됩니다.
극건성이면서 파운데이션 전에 바르는 용도로 저는 톤업으로 구매해서 사용하고,
극지성인 동생은 기본으로 쭉 사용중입니다.
동생은 지성이기는한데, 잘 맞는지 계속 사용하더라고요.",3,2022,5,7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1,0,0
31,31,A000000177783,텔레토비쿠키,0,0,4,0,"수부지/ 민감성/ 21호/ 트러블 자국 있는 피부 후기입니다🤍

🤍발림성
발림성은 정말 좋아요! 유기자차 선크림처럼 미끄러지듯이 잘 발립니다! 

🤍 톤업 효과
톤업 효과는 선크림보다 약간 더 있어요! 제 생각보다는 약한듯 합니다. 저는 그래도 약간은 커버력이 있는줄 알았거든요..😭 ㅎㅎ 첫번째 사진 보시면 투명하게 희게 발립니다. 약간의 톤업 효과라고 생각하시면 될거 같아요! 붉은 트러블 자국이 좀 있는데 커버는 안됩니다. 

🤍 유분기
유분기가 야아아아악간 있는거 같아요. 바르고 나면 볼쪽에는 딱 밀착되면서 좋은데 이마나 코쪽(원래 기름 많이 나오는 곳)은 유분기가 올라오긴 하네용! 어느제품이나 다 그러니까 이건 괜찮은거 같아요. 

트러블이 올라오는건 없어서 더 쓰면서 재구매 여부 결정할 예정입니다!",3,2022,1,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,0
32,32,A000000177783,쭈얌,0,0,5,1,"언제나 믿고쓰는 트러블 걱정 앖는 라로슈포제 에요 :)
라로슈포제 유비데아 세가지 색상전부 그리고 틴티드크림
비비크림 많이 써봤는데 가장 자주쓰는 톤업 라이트 크림
설명하자면 모든 제품이 제형은 다 같아서 발림성 이나
한번에 사용하는 양도 같고, 지속력도 차이없이 다 같아요
단,비비크림은 다른데 단종된듯 보여요(너무 어둡기도 함)
자주쓰는 이유는 온가족이 함께 쓰기에 좋기 때문이에요! 
밝고 자연스럽게 톤업이 되기 때문에 남자가 쓰기에도 
부담없고 과하지않는 피부톤에 맞게 빛이 난달까요?
속에서 올라오는 윤광✨ 이거 때문에 엄마도 좋아해요
베이스로 쓰기도 좋은데 작년부터는 마스크 때문에 피부
화장은 잘 하지않는 편이라 이것만 바르고 마스크 쓰면 
거의 묻어나지 않아 안심 이에요 
어떻게 보면 마스크 때문에 컨실러나 파데프리 해서 
트러블 줄고 피부가 숨을 쉬는것 같기도 하네요?
물론 마스크를 안쓰면 더더 좋겠어요~~!",3,2021,9,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
33,33,A000000177783,요거트다내꺼,0,0,3,0,"어….. 별루예요 ㅠㅠ
왠지 진짜 좋을것 같아서 베이지 선크림이랑 이거랑 두개 한꺼번에 샀는데 베이지 먼저 써보니 그저 그랬는데 이건 더 별로인것같아요,,,,,
우선 톤업이 되는지 잘 모르겠습니다
그리고 울긋불긋한 트러블들이 더 부각이 돼요
발라놓으면 산뜻하기보다 랩 씌운듯한 막이 생긴 느낌 ? 들어요
쿨톤용이라 써있어서 구매했고 쿨톤한테 최적화 된건가? 해서 더 믿음이 갔는데
딱히 구분해놓은 이유를 모르겠습니다
톤개선이 전혀 안돼요…
피부가 원래 진짜 하얀 분들, 건성 이신 분들 한테
적합한 선크림 같네요
가격도 비싼 편인 것 같아요 ….ㅠㅠ",3,2021,6,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3,1,0,0
34,34,A000000177783,bige****,0,0,5,0,기존에 라로슈포제 멜트인 썬크림을 몇년동안 만족스럽게 사용중이었습니다 수분이 많은 제품이라 건성피부에 맞고 예민한 피부에 여러모로 만족스러웠는데 코로나로 인해 화장할일이 없고 그냥 썬크림만 바르면서부터 초췌한 얼굴색이 영 맘에 들지 않더라구요 고민끝에 톤업 기능이 들어간 이 제품 구매해봤는데 만족스럽네요 수분감은 기존 제품보다는 덜하지만 요즘 계절에 쓰기에 오히려 더 적당하구요 톤업이 되어서 확실히 뽀사시해보이네요 보는 사람들도 얼굴빛이 더 좋다고 하구요 마스크때문에 메이크업 하기 부담스러웠는데 요제품 하나 바르고 외출하니 부담없고 좋아요,3,2021,5,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,0
35,35,A000000177783,안눙,664,0,5,0,"라로슈포제는 민감성 피부와 트러블성 피부에 좋은 시카 라인으로 워낙 유명하죠~?
이 선크림은 선물 받아 써보고 좋아서 구매하게 됐어요!
웜톰이신 분들은 톤업 로지,
쿨톤이신 분들은 톤업 라이트로 선택해주시면 될 것 같아요! 알러지 테스트도 완료 했다니 더욱 안심하고 쓸 수 있어서 좋은 것 같아요.
끝이 뾰족해서 양조절 하기도 정말 좋구요!
발림성은 타 선크림보다 정말 촉촉해요. 살짝 윤광도 나구요~~ 백탁현상은 아닌데 화사해지는 느낌은 있어요!
선크림 겸 톤업크림이라 칙칙한 피부에 밝고 화사하게 커버할 수 있어 정말 좋은 것 같아요! 너무 너무 만족합니당~~",3,2021,5,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,3,0,1,0
36,36,A000000177783,jijib****,0,0,3,0,"가장 맘에 들었던건 톤업이 좀 된다는 점이에요. 
그런데 양 조절을 잘 해야되겠더군요. 
기초를 촉촉하게 하고 나면 
크림을 아주 소량 발라야 하더라구요. 
처음에 평소 선크림 바르던대로 바르다가.. 
너무 얼굴이 찐득거려서 힘들었네요;; 
꼼꼼하게 리뷰를 살펴볼걸 그랫다는 
아쉬움이.. 암튼.. 아주 소량만 바르고도 
자외선차단이 다 되는지도 좀 의심스럽긴 한데 
일단 다 써보긴 하려구요 돈이 아까워서요 ;;
이것만 바르고 마스크쓰고 벗을 일없다면 
꽤 괜찮은 것 같아요~
얼굴에 뭐가 닿고 나서 느낌이 
계속 꾸덕.. 하아.. 그게 저랑은 좀 안맞네요. 
촉촉하게 흡수잘되고 커버도 잘 됐으면 좋았을텐데 
초큼 아쉽습니다.",3,2021,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,0
37,37,A000000177783,pin****,0,0,5,0,"제나이 이십대 후반... 살면서 지금까지 선크림 유목민이었는데요 
요즘에 자외선 차단지수 사기도 많았고,, 피부가 예민한 편이라 순한 성분에.. 또 제가 건성인데 선크림 중에 처음에 바를때는 촉촉한데 나중에 시간이 지나면서 건조하게 바싹 말라가는 선크림 유형들이 굉장히 많았어요. 오 촉촉하고 좋은데?! 라고 속은적이 한두번이 아님..ㅠㅠ 또 저는 인위적인 톤업을 싫어하고 자연스럽고 건강해보이는 적당한 톤업을 선호하는데 딱 좋은것 같아요!! 또 무엇보다 제가 찾던 오래가는 촉촉함 입니다.. 순한거 같구요!! 저한테만 잘 맞을 수도 있단거,, 저는 여기에 정착하렵니다",3,2021,4,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
38,38,A000000177783,bokyun****,0,0,5,1,"요즘 썬크림 차단지수로 난리나서 있던 썬크림 다 버리고 새로 샀어요. 라로슈포제는 차단지수 괜찮다길래 톤업크림하나, 톤업기능 없는 썬크림 하나 샀어요. 톤업도 3가지 제품이 있던데 고민하다가 쿨톤용 제품으로 샀어요. 원래 웜톤인데 쿨톤용이 더 밝고 베스트셀러길래 웜톤용말고 쿨톤용으로 사봤어요ㅎㅎ 다쓴다음에는 웜톤용으로 사서 비교해봐야겠어요. 
일단 진짜 톤업기능이 확실해요. 화장하기싫을때 이 썬크림만 바르고 나가고있어요. 화장할때는 메이크업 베이스 겸용으로 쓰고있어요. 결국 데일리란 소리네요ㅎㅎ 건성이라 빽빽하게 발리는 제품은 안좋아하는데 엄청 부드럽고 로션처럼 발려요. 그리고 순한것같아요. 썬트림중에 눈두덩이 부분에 바르면 눈시림이 있은 제품들이 있는데 라로슈포제는 눈두덩이에 발라도 눈시림이 없어요. 다만 바르고 나면 얼굴에 기름처럼 올라와요. 화장할때는 눌러주면되지만 안할때는 살짝 기름같아보여서 티슈로 살짝 눌러줘요. 그리고 가격대비 용량이 적어 비싸다고 생각했는데 막상 발라보니 생각만큼 적지는 않은것같아요",3,2021,4,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0
39,39,A000000177783,k15i0****,0,0,5,0,여드름으로 고생했을때 여드름을 구원템으로 너무 잘써서 썬크림도 순하고 좋을것 같아서 구매했어요. 파데사용을 최소화 하려고 톤업기능 있는 선크림 구매 했는데 좋아요. 다른 제품은 백탁현상이 너무 심해서 항상 크림이나 오일을 섞어서 사용했는데 이 제품은 은은한 톤업이라 단품으로 써도 크게 이질감이 없어서 좋았어요. 그래도 너무 건조한 날에는 크림을 살짝 섞어서 사용하니까 더 좋았어요. 건성이신 분들은 살짝 건조 할 수 있으니 테스트 꼭 해보세요. 덧발라도 뭉침이 없어서 인생템이 될것 같은 느낌이에요. 다음에도 세일하면 쟁여 두려구요. 단점은 없어요,3,2021,1,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,3,0,1,0
40,40,A000000177783,glasow****,0,0,2,0,"톤업은 잘 되는데
무기자차 선크림이라 톤업되는느낌
저는 피부 뒤집어져서 사용중지 했습니다...ㅠ",3,2020,11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0
41,41,A000000177783,onelastl****,0,0,4,0,"평소에 썬크림에 큐션만 바르는데 이거 하나만 발랐을때 톤업이 확 된다긴 보다 촉촉하고 펄 바른듯 광이 나서 쿠션이랑 발라도 하루종일 광이 돌아서 좋아요~
지성분들보단 건성이 저에게 딱 좋네요~
지성분들은 번들거리실 꺼 같아요~
쿠션이랑 바르때는 꼭 이거 쓰고 하나만 딱 바르고 나갈때는 구달 청귤 톤업 바를려구요~",3,2020,10,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0
42,42,A000000177783,naz****,0,0,5,0,"피부톤이 어두워서 톤업으로 구매했어요 
반톤정도 톤업되는것같구요. 저는 지성라... 물광표현이 
엄청되서 저같은 사람은 개기름껴보여요 ㅠ
건성들이 쓰시기에 좋을것같아요 
발림성은 좋아서 메이크업전에만 사용해야될것같아요",3,2020,8,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
43,43,A000000177783,숨니원,0,0,5,1,"항상 재구매 하는 제품이에요 너무 좋아요  
백탁현상은 없고 화장안하는 제게 메이크업 베이르
역할을 톡톡히 해줘요",3,2020,7,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,0,1,0
44,44,A000000177783,unnnu,0,0,5,1,가격은 좀 나가는 편인데 발림성도 부드럽고 자연스럽게 환해진달까? 기초하고 적당량 바르면 쌩얼인데 티나지않게 좀 더 예뻐진느낌이라 좋아요~ 유일한 단점은 가격..ㅠ,3,2020,3,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,0,1,0
45,45,A000000177783,아들둘맘,0,0,5,0,"복합성이고 웜톤으로 약간 어두운 피부에 가까워요
톤업메컵화장품을 많이 쓰는데
요제품이 아주 딱이네요

과하지도 덜하지도 않고
얼굴에 직접 원하는 양을 짜고 바르면
촉촉함과 톤업으로 그만이예요

화장을 많이 안하는 나에겐
유일한 선크림이자 메컵이예요~~^^",3,2019,10,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
46,46,A000000177783,ijo****,0,0,5,0,갓사배 추천템인 이유가 있네요 !  자극없이 순하고 톤업까지 챙기고 싶다면 라로슈포제 선크림입니다,3,2019,10,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,0
47,47,A000000177783,JayH,1726,0,5,0,"쿨톤에게 좋아요. 톤업이 약간 핑크돌게 되어서 귀찮을때 파데 안바르고 얘만 써도 반나절은 화사해요.
세통째 쓰는데 기름지지않고 좋은데 한겨울엔 약간 건조할 수 있어요. 30ml이라 썬크림을 팍팍쓰는 저는 한달 남짓하게 한통을 다 쓰지만...ㅎㅎㅎ 다른 더 좋은아이를 만나지 않는이상 얘를 계속 쓸듯.",3,2019,8,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,3,0,1,0
48,48,A000000177783,kingdom****,0,0,5,0,벌써 4개째 구입해서쓰고있어요 발림성좋고 눈에들어가도 따갑지않을정도로 자극없어요,3,2019,8,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
49,49,A000000177783,조태풍,0,0,5,0,리뷰보고구입합니당확실히좋습니다진짜잘삼욤헤헤헤굳,3,2019,6,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
50,50,A000000177783,뚜버기,0,0,4,0,"은은하게 광도 나고, 바르면 안색이 좋아 보인데요요톤업 되는걸로 사려다가 잘못 해서 요걸로 삿는데 요것도 맘에들어요!",3,2018,9,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
51,51,A000000177783,id,0,0,5,0,None,3,2018,8,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52,52,A000000177783,릴첼,0,0,1,1,"저 이거쓰고 피부 역대급 뒤집어져서..ㅠㅠ
눈시림은 없었어요 근데 톤업이 안되고 시간지나면 기름이 좔좔 흘러요ㅠ 잘 발리긴하는데 성분이 조금 아쉬워여 ㅠㅠ",2,2022,12,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,2,1,0,0
53,53,A000000177783,오휘옹,320,1,5,0,"라로슈포제 선크림 입문하고 반년넘게 쓰고있는 제품이에요 ⭐️

선크림 예전에 바꿨다가 뒤집어진 경험이 있어서 설마설마 하는 마음으로 구매했는데 찰떡이라 아주 좋아요! 

톤업크림이라는 이름답게 적당히 톤업되고 가릴 거 다 가려주어서 이것만 바르고 다녀요!! 

색상이 분홍빛 돌지만 마스크에 묻어나는것도 없고 좋아요! 

백탁은 조금 있는 편이고 그만큼 톤 보정효과도 좋아요!! 

부드럽게 잘 발리고 특히 쿨톤이신분들에게 추천드리고 싶어요!! 

피부 타입은 크게 상관 없을 듯 합니다!! 

사계절 내내 선크림 바르는 편이지만 여름에는 팔에도 바르고 더 듬뿍듬뿍 바르다 보니 금방 쓰게 되는 편인 것 같아요!! 

세일할 때 구매하시면 2만원 초반대로 구매가능합니다 !! 

다음 세일 때 또 쟁이러 올게요~! 

라로슈포제는 선크림 까지 좋아서 정말 추천드려요!!",2,2022,8,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1,0,0
