,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,쿨톤,지성,민감성,블랙헤드,다크서클,트러블,약건성,탄력,웜톤,홍조,아토피,주름,피지과다,모공,잡티,각질,건성,미백,all,중성,복합성,자극도,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요
661,661,A000000165564,SWJY,1354,0,5,0,"셀퓨전씨 쿨링 마스크 구매후, 매우 만족 하던 와중 새로 ⭐️시카⭐️ 버전이 나온 것을 보고 구매하게 되었습니다


✔️ 시트 
시트는 약간 도톰한 정도의 느낌이에요, 그렇다고 엄청 두껍거나 그런것은 아니고, 타 브랜드의 밀착 시트 등에 비해서는 조금 도톰한 것 같아요 

✔️쿨링감 
쿨링감 너무 좋아요, 셀퓨전씨의 다른 버전, 그냥 쿨링 마스크에 비해서는 쿨링감이 아주 조금 덜 한듯 하나, 혹시 해당 쿨링 마스크의 쿨링감이 부담스럽다 하셨던 분들에게는 딱 맞는 쿨링감일 것 같아요 
그리고 확실히 붙이자마자, 그냥 쿨링 마스크에 비해 순하다 라는 느낌이 확연히 들었어요 
그 이유는 ⭐️시트 자체가 병풀⭐️이라 더 그런 느낌을 받았던 것도 같아요 

✔️추천이유
여름에는 쿨링 팩 필수인 것 같아요, 특히 저처럼 홍조 있으신 분들에게는 밤에 자기전에 요런 쿨링 팩 하나 붙여주고 자면 다음날 아침까지 홍조가 진정되어 있는 느낌을 받으실 수 있을 거에요. 
특히, 저처럼 피부가 민감하신 분들에게는 이런 시카 라인의 진정 쿨링팩은 정말 맞춤형 팩 같은 느낌이네요 👍
재구매 의사 100프로, 할인할때 쟁여둘꺼에요 ❤️

마지막으로 개인적으로 지금까지 써본 쿨링 마스크 중에서는 쎌퓨전씨 쿨링 마스크들이 만족도가 가장 높습니다 
(리얼 베xx, 넘버xx)",4,2022,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,1,0,0,0,1
662,662,A000000165564,하이구,405,0,4,0,"셀퓨전씨에서 이번에 새로나온 시카라인팩입니다!!
일단 셀퓨전씨에서 출시되었다해서 믿고구매하게되었어요.

👍향은 무향이고 팩자체적으로 사이즈가 커서 너무좋아요.
제가 요즘 턱부분에 여드름이 올라와서 다른브랜드팩을해주면 턱밑부분까지 오지않더라구요.그래서 요즘은 슬립핑팩을 많이 사용해주다가 셀퓨전씨팩을 사용해봤는데 턱밑부분까지 팩을해줄수있는 사이즈여서 너무 좋은것같아요!

그리고 설명에 냉장고에 잠시 보관해주었다 사용하면 좋다해서 냉자고에 잠시넣어두고 사용했는데 팩자체가 차가워져서 더욱더 쿨링에 효과적이더라구요!붉은기올라왔을때 사용해주면 좋을것같아요!

팩하는도중에는 피부가 좀 화한느낌이 계속들더라구요.다른 셀퓨젼씨팩사용할땐 느끼지못한 느낌인데 시카라인이라 그론건지 약간 화한 느낌이들어서 피부민감하신분들은 안좋아하실수도있을꺼같아요.

팩마우치안에는 앰플이 별로 없지만 마스크팩자체가 두꺼워서 앰플이 다 흡수되어있는거 같도라구요.그래서 마스크팩해준후에 쫘서 앰플을 피부에 흡수해주면 딱 좋더라구요!!
그리고나서 크림발라주고자면 딱좋아요👍

특히 마스크팩이 살짝 두툼하게 좋더라구요!",4,2022,4,24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1
663,663,A000000165564,루루이,321,0,5,0,"셀퓨전씨 마스크팩 너무 좋아하는데 이번에 새롭게 또 못보던 제품이 보이더라구요~!! 당장 고민없이 구매했어요🖐

🤗좋았던점
✔️쿨링감 역시 최고~!! 달아오른 피부 열 내리는데는 역시 셀퓨전씨 팩 빼놓을 수 없죠~ 이번 시카 쿨링도 역시 쿨링감 대박이에요.
✔️진정이 빨라요. 예민해진 피부 고민이 있을 때 사용해주면 빠른 속도로 진정되는 피부를 만나보실 수 있어요.
✔️자극이 없어요. 제가 민감한 피부인데 전혀 자극 없었어요.
✔️산뜻해요. 끈적임 없이 상쾌하게 팩을 할 수 있어서 좋았어요. 
✔️촉촉함이 오래가요. 촉촉함 때문인지 추가단계가 따로 필요 없을 것 같아서 바르지 않았어요.

🤭아쉬웠던점(구매 전에 체크)
✔️저는 건성피부는 아니라서 괜찮았지만 혹시나 정말 피부가 건조하신 분들은 수분감이 조금 부족하다고 느끼실 수 있어요. (산뜻한 팩이라는거 구매 전에 참고하세용~!)

🍯꿀팁
✔️피부 열감을 급속도로 내려주고 싶을 때 냉장고에 넣었다가 사용 하시는거 추천드려요. 단, 바로 꺼내서 사용하면 피부에 자극이 있을 수 있으니 한 5분정도 실온에 두고 사용해주세용",4,2022,4,22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,1
664,664,A000000165564,라이까까,189,0,5,1,쿨링효과 넘 좋아요. 피부 예민하거나 상태 안좋을 때 하면 오히려 자극이 될 수 있을 것 같구요. 평소에 사용하면 열감도 내려주고 시원하니 좋아요.,3,2022,12,18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,1,0,0,1
665,665,A000000165564,따따양,209,0,5,0,얼굴에올리자마자 얼음같이 차가움이 싸악 겉돌아요 진정효과가 눈에띄게 좋아요!,3,2022,12,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1,0,0
666,666,A000000165564,dkfdkTdjdy,203,1,5,0,"여름에 정말 잘 요긴하게 사용한 마스크로
얼굴에 트러블은 없었지만 피부 열 감을 내려주는 느낌이랑
약간의 피부 진정 느낌을 받았어 서 첫 마스크 사용감이 좋았던 기억이 납니다.

이 마스크의 특이한 점은 이 셀퓨전씨 시카 쿨링 마스크 팩은 다른 마스크 팩과는 다르게 20~30분을 붙여 놓으라고 되어 있더라구요 아무래도 피부의 열감을 시원하게 하기 위해서는 조금은 긴 시간이 필요한 것 같은 부분입니다.

전 그래서 이 마스크 팩을 사용하는데 약 20분을 붙여줬는데요 20분정도 되니까 마스크 팩이 마른다는 느낌을 받았습니다.
그래서 마스크 팩을 떼어내고 나니 피부가 엄청 시원해 졌어요 오 괜찮은데..? 이런 느낌이 들어서 하나 더 재구매를 하게 되었습니다. 하하하

이 마스크팩 위에 보시면 그물망이 같이 붙어 있더라구요
사용하실 때 그물망이 위로 올라가게끔 붙여 주시면 되고요
붙이신 다음에 그물망은 마지막에 떼어주면 됩니다",3,2022,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0,1,0,0,0,1
667,667,A000000165564,9mcjskdisk,215,1,4,0,"셀퓨전씨 퍼스트 쿨링 마스크는 하이드로겔이 적셔진 냉감 시트가 시간이 지날수록 쿨링감이 더해져 민감 피부의 뷰티 온도를 지켜주는 첫 진정 시트 마스크라고 소개한다.



그러고보니, 셀퓨전씨는 이전에 톤업 썬크림 때문에 사용해본 적이 있는 브랜드였는데.당시에도 썬 크림을 얼굴에 도포한 후,눈물이 멈추지 않아 바로 이중 세안하고,,, 그 썬크림은 지인에게 기부했었다. 아~ 슬픈 옛날기억이여

이 마스크는 정말 즉각적인 피부 안정이 필요할 때, 혹은 오랜 시간 야외 활동을 했을 때 사용하면 좋다.

마스크 사용 후 느껴지는 그 화-한 느낌, 쿨링감에서 오는 자극 때문에 데일리로 사용하기에는 부적합한 것 같다는 생각도 들었다.

그래서 내 생각에는 전날 과한 음주로 피부가 붉게 올랐을 때, 피부 열이 가라 앉지 않아 화장이 먹지 않을 때 긴급 처치용으로 사용하면 좋을 듯 싶다.",3,2022,11,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3,0,1,0,0,0,1
668,668,A000000165564,올영출첵러,148,1,5,0,"여름에 여행가서 저녁마다 사용했어요!
자극받은 피부인데도 사용했을 때 전혀 따끔거리거나 화끈거리지도 않았구 쿨링이랑 진정도 같이돼서 좋았어요!
밀착력도 좋았구 에센스도 충분해요!
햇빛 엄청 오래본 날은 꼭 이거 사용해줍니다ㅎㅎ
재구매의사 있어요!",3,2022,11,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,0,0,1
669,669,A000000165564,Heramy,288,0,5,1,"🐥 솔직리뷰 🐥

안녕하세요 HERAMY 입니다 🌿
제 피부 타입은 민감성이고 최근까지는 트러블(여드름) 피부였습니다. 얼굴에 열을 너무 심하게 받아서 얼굴 온도를 낮춰주고싶을 때 사용하기 너무 좋은 팩인 거 같아요 ! 셀퓨전씨 브랜드에서 시카 안 들어가있는 비슷한 종류의 팩을 사용해본적이 있었는데 저는 시카 라인 팩이 더 잘 맞았어용 !!  사용한 뒤에 얼굴 짱 시원해져용 ! 너무 인위적으로 시원하면 자극있는 거 아닌가 ..? 싶을 수 있는데 자극은 거의 안 느껴졌어용 오히려 피부 온도가 올라갔을 때 피지 분비량이 더 많아져서 얼굴 엄청 열 받은 날에 사용해주기 딱 좋네용 이 제품 리뷰를 너무 많이 써서 민망하네여 ㅎ..ㅎ 근데 정말 조아여

◽️좋은 점
▫️얼굴 온도가 바로 내려감
▫️진정에 효과적임
▫️할인할 때 가격이 진짜 저렴함 (1000원에 구매)

💛 추천해 드리는 타입 💛
얼굴에 열이 많아서 피부에 자잘한 여드름이 올라올 거 같다 하시는 분들께 추천드려용 !! 그리구 여름철 물놀이 갔다오신 분들 진정팩으로도 딱 좋을 거 같네용

리뷰가 도움이 되셨다면 추천 한 번만 눌러주시면 감사하겠습니다. 좋은 하루 보내세요 !",3,2022,10,31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
670,670,A000000165564,Heramy,288,0,5,1,"🐥 솔직리뷰 🐥

안녕하세요 HERAMY 입니다 🌿
제 피부 타입은 민감성이고 최근까지는 트러블(여드름) 피부였습니다. 얼굴에 열을 너무 심하게 받아서 얼굴 온도를 낮춰주고싶을 때 사용하기 너무 좋은 팩인 거 같아요 ! 셀퓨전씨 브랜드에서 시카 안 들어가있는 비슷한 종류의 팩을 사용해본적이 있었는데 저는 시카 라인 팩이 더 잘 맞았어용 !!  사용한 뒤에 얼굴 짱 시원해져용 ! 너무 인위적으로 시원하면 자극있는 거 아닌가 ..? 싶을 수 있는데 자극은 거의 안 느껴졌어용 오히려 피부 온도가 올라갔을 때 피지 분비량이 더 많아져서 얼굴 엄청 열 받은 날에 사용해주기 딱 좋네용 날씨 추워질 때 사용하니까 약간 춥긴하네용 ㅋㅋㅋ 아직도 잘 사용하고 있는 팩입니당 ! 얼굴에 열 올라왔다싶을 때 써보세용

◽️좋은 점
▫️얼굴 온도가 바로 내려감
▫️진정에 효과적임
▫️할인할 때 가격이 진짜 저렴함 (1000원에 구매)

💛 추천해 드리는 타입 💛
얼굴에 열이 많아서 피부에 자잘한 여드름이 올라올 거 같다 하시는 분들께 추천드려용 !! 그리구 여름철 물놀이 갔다오신 분들 진정팩으로도 딱 좋을 거 같네용

리뷰가 도움이 되셨다면 추천 한 번만 눌러주시면 감사하겠습니다. 좋은 하루 보내세요 !",3,2022,10,31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
671,671,A000000165564,서누누,63,0,5,0,시카 성분이 들어간 쿨링 마스크팩이에요! 피부 열감 내려줄 때 이만한 게 없답니다!,3,2022,10,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
672,672,A000000165564,서누누,63,0,5,0,자극 없이 시원한 쿨링감을 줘요!! 피부의 열감 낮출 때 아주 짱이에요 ㅎㅎ 요건 시카 버전이라 진정에도 도움을 주었어요!,3,2022,10,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
673,673,A000000165564,따따양,209,0,5,0,쿨링감이 정말 좋은 팩이에요! 여름철 사용하면서 즉각적인 진정에 도움을 정말 많이 받았어요.,3,2022,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0
674,674,A000000165564,꿀꿀몽,79,0,5,0,"셀퓨전씨는 아주오래전에 비비크림으로 유명해서 그것만 주구장창 사용해오던 브랜드였어요. 어쩌다 마음에들어서 선크림, 포어버블팩, 모공톡스패드, 마스크팩 등등까지 영역을 확장하며 사용하게되었어요.
일단, 이 마스크팩은 쿨링마스크팩의 제기능을 너무 톡톡히 하는 제품이에요. 시원하게 하고싶다고 냉장고에 넣어두지 마세요,,, 몇분안된 것 같은데 얼어붙더라구요. 한여름 실온 방에 두어도 얼굴에 올리면 정말정말 시원해요! 특히나 시카쿨링팩은 파란색 쿨링팩보다 0.5도 차이가 있지만 저는 못느끼겠더라구요, 초록색 쿨링팩이 진정효과가 더 있는 것 같아요. 차갑기만한 것이 아니라 진정효과까지 있어서 너무 좋아요. 최애팩이에요! 다만, 화장하기전에는 비추에요, 화장이 밀리더라구요.",3,2022,10,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,1,0,0,0,1
675,675,A000000165564,꿀꿀몽,79,0,5,0,"셀퓨전씨는 아주오래전에 비비크림으로 유명해서 그것만 주구장창 사용해오던 브랜드였어요. 어쩌다 마음에들어서 선크림, 포어버블팩, 모공톡스패드, 마스크팩 등등까지 영역을 확장하며 사용하게되었어요.
일단, 이 마스크팩은 쿨링마스크팩의 제기능을 너무 톡톡히 하는 제품이에요. 시원하게 하고싶다고 냉장고에 넣어두지 마세요,,, 몇분안된 것 같은데 얼어붙더라구요. 한여름 실온 방에 두어도 얼굴에 올리면 정말정말 시원해요! 특히나 시카쿨링팩은 파란색 쿨링팩보다 0.5도 차이가 있지만 저는 못느끼겠더라구요, 초록색 쿨링팩이 진정효과가 더 있는 것 같아요. 차갑기만한 것이 아니라 진정효과까지 있어서 너무 좋아요. 최애팩이에요! 다만, 화장하기전에는 비추에요, 화장이 밀리더라구요.",3,2022,10,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,1,0,0
676,676,A000000165564,꿀꿀몽,79,0,5,0,"셀퓨전씨는 아주오래전에 비비크림으로 유명해서 그것만 주구장창 사용해오던 브랜드였어요. 어쩌다 마음에들어서 선크림, 포어버블팩, 모공톡스패드, 마스크팩 등등까지 영역을 확장하며 사용하게되었어요.
일단, 이 마스크팩은 쿨링마스크팩의 제기능을 너무 톡톡히 하는 제품이에요. 시원하게 하고싶다고 냉장고에 넣어두지 마세요,,, 몇분안된 것 같은데 얼어붙더라구요. 한여름 실온 방에 두어도 얼굴에 올리면 정말정말 시원해요! 특히나 시카쿨링팩은 파란색 쿨링팩보다 0.5도 차이가 있지만 저는 못느끼겠더라구요, 초록색 쿨링팩이 진정효과가 더 있는 것 같아요. 차갑기만한 것이 아니라 진정효과까지 있어서 너무 좋아요. 최애팩이에요! 다만, 화장하기전에는 비추에요, 화장이 밀리더라구요.",3,2022,10,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,1,0,0
677,677,A000000165564,꿀꿀몽,79,0,5,0,"셀퓨전씨는 아주오래전에 비비크림으로 유명해서 그것만 주구장창 사용해오던 브랜드였어요. 어쩌다 마음에들어서 선크림, 포어버블팩, 모공톡스패드, 마스크팩 등등까지 영역을 확장하며 사용하게되었어요.
일단, 이 마스크팩은 쿨링마스크팩의 제기능을 너무 톡톡히 하는 제품이에요. 시원하게 하고싶다고 냉장고에 넣어두지 마세요,,, 몇분안된 것 같은데 얼어붙더라구요. 한여름 실온 방에 두어도 얼굴에 올리면 정말정말 시원해요! 특히나 시카쿨링팩은 파란색 쿨링팩보다 0.5도 차이가 있지만 저는 못느끼겠더라구요, 초록색 쿨링팩이 진정효과가 더 있는 것 같아요. 차갑기만한 것이 아니라 진정효과까지 있어서 너무 좋아요. 최애팩이에요! 다만, 화장하기전에는 비추에요, 화장이 밀리더라구요.",3,2022,10,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,1,0,0
678,678,A000000165564,푸린쓰,23,1,4,1,"🌿🌿🌿여름 초찰떡 마스크팩!🌿🌿🌿

🍀이 마스크팩은 진짜 여름이 되면 슬슬 하나씩 구매하는 마스크팩이랄까요? 이것만큼 확실히 피부 온도 낮춰주는 마스크팩은 아직가지 못 본 듯 합니다 ㅎ

🍀(❁´◡`❁)

📌자극감

마스크팩 시트는 일반적으로 흔히 볼 수 있는 마스크팩이에용! 그래서 마스크팩 시트 자체로 받는 자극감은 없었지만, 쿨링 마스크팩인 만큼 쿨링감이 정말 강합니다! 그래서 이게 오히려 민감하신 분들은 자극으로 느끼실 수도 있기 때문에 처음에 한장만 구매하시고 잘 맞으시면 여러장 구매하시는 게 좋을 것 같아용!

그리고 성분이 그렇게 좋은 편은 아니기 때문에 꼭 성분 확인하고 구매하시길!

📌효과

증말 이건 사용하면 얼굴이 차가운게 아니라 아릴정도로 시원해집니다! ㅋㅋ 그래서 이건 약간 저녁에 케어용으로 사용한다기보다는, 화장하기 전에 피부 온도 낮춰주는 용이거나 아니면 낮에 너무 얼굴에 열이 올랐을 때 사용해주고 있어요! 증말 온도 내리는데 이만한 마스크팩 없습니다요

📌가격

할인 하면 적당한 가격인 듯 한데, 할인 안 하는 가격으로는 좀 돈아까운 듯 ,, 할인할 때 구매하시길

🍀온도 내릴 때 꼭 이 마스크팩 찾는 사람으로서 성분은 좋지 않지만 온도 내리는데는 아주 제격입니다!",3,2022,10,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0,1
679,679,A000000165564,ckgpsk,151,1,5,0,"저번에 셀퓨전씨 팩 한 번 구매해보고 너무 좋아서 재구매한 제품입니다. 알고 구입하면 더 좋죠^^
여러분 이거 쿨링마스크팩이라 화장 하시기 전에 사용하면 너무 좋은 팩인 것 같아요~ 여름철 얼굴에 열감이 나는 사람들은 화장 잘 먹기 위해 어떻게든 얼굴에 열감을 조금이라도 내리고 화장을 하면 좋은데요
이제품은 쿨링감이 대박이라서 시원한 얼굴 상태로 화장을 할 수 있어서 화장도 잘 먹고 좋습니다


그리고 저는 개인적으로 팩을하고 나서 얼굴에 유분기 도는 걸 굉장히 싫어하는 사람인데요 이 제품은 그렇게 유분기가 많이 안 돌아서 너무 좋았습니다 시카 관련 제품과 동시에 화장 잘 먹고 싶으신 분들은 이거 꼭 구매해 보고 사용해 보시라고 추천드립니다 엄청 특출나게 좋다는 느낌 까지는 아니더라도 무난한 팩이라서 절대 실패할 일은 없을 것 같습니다요 저는 이번 팩 말고 다른 류의 셀퓨전씨 팩도 구매해 보고싶은 생각까지 들었습니다.",3,2022,10,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1
680,680,A000000165564,플랑플랑,46,1,5,0,"원체 팩하는걸 좋아하다보니 일일 일마스크팩 내지는 워시타잎 아님 필오프타잎팩을 합니다.  조금만 기찬아하면 모공이 그다음날 바로 얼굴을 내미는지라. 특히 얼굴에 홍조가 있고 열감을 잘 느끼고 여름만 되면 불쌍할정도로 땀이 철철 넘치는 사람인지라. 그것도 특히 얼굴에서.  사람이 얼굴에 땀 철철흘리면 제경우엔 넘 불쌍해보인다는.   이팩은 그동안 눈찜만해두다 얼만큼 시원한지 보자란 생각에 세일겸 구매해봤습니다
결론은 만족이지만 일단 모든 마스크팩을 냉장보관하는 일인으로서  넘 스페셜하다는 느낌은 받지는 못했어요.  물론 제가 각종샤워제품 샴푸비롯해서 목욕비누 포함 민트 멘솔  요론걸로 도배해놓은지라 둔해서일지도 모릅니당. 일단 진정은 갠춘 쿨링도 갠춘은 합니다.  제 마음 넘버원자리는 얼린 수건이 최곱니당. 세일하면 재구매각. 세일안하면 글쎄요",3,2022,9,28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,0,1,0,0,0,1
